Only one in 10 Americans possess a passport.
How Many Much The size of India 's middle class is million people .	583 million the forecasted size of indias middle class in 2025 swelling over ten times its current approximate size of 50 million 291 million the numb	1
The 1998-2002 war in the DRC cost 5.4 million lives, more than any conflict since World War II. 
	 principally through disease and starvation making the second congo war the deadliest conflict worldwide since world war ii  the human security report	1
The 1998-2002 war in the DRC cost 5.4 million lives, more than any conflict since World War II. 
	the 19982002 war in the drc cost 54 million lives more than any conflict since world war ii no  the wave of poverty said to be about to sweep the poor	1
The 1998-2002 war in the DRC cost 5.4 million lives, more than any conflict since World War II. 
	the democratic republic of congo  where it is estimated that more than 6 million people have been killed from warinduced causes  caritas international	1
The 1998-2002 war in the DRC cost 5.4 million lives, more than any conflict since World War II. 
	some 54 million people have died it has been the worlds deadliest conflict since world war ii the vast majority have actually died from nonviolent cau	1
The 1998-2002 war in the DRC cost 5.4 million lives, more than any conflict since World War II. 
	 2004 estimated that 39 million people had died since 1998 arguably making drc the worlds deadliest crisis since world war ii less than 10 of all deat	1
Nine out of ten people we asked said they preferred it.
	the past few weeks saw uttar pradeshs saharanapur singed by disturbing caste clashes becoming the order of the day in response delhis jantar mantar wi	1
Nine out of ten people we asked said they preferred it.
	 the government has issued strong statements while the sports minister has said that terror and sports dont go along a delegation of 50 pakistani stud	1
Nine out of ten people we asked said they preferred it.
	 the survey asked what device or technology people prefer most television was most popular 24 percent followed by desktop or  more than 6 in 10 americ	1
Nine out of ten people we asked said they preferred it.
	ask grammar questions and receive prompt help from other users educators and grammarly staff  can we use will and would or viceversa in a same sentenc	1
Nine out of ten people we asked said they preferred it.
	 5 to 10 people per group 68 preferred  similar types of people  repeated groups  environment  comfortable  circle seating  tape recorded   rules for 	1
Statisticians have proven a clear correlation between Pona cream and smoother skin .	disciplines  advertising  claims  statistical claim description  example  discussion  see also  description  statisticians have proven a clear correla	1
Statisticians have proven a clear correlation between Pona cream and smoother skin .	want softer supple skin the skin care nutrients in this webmd slideshow can help your skin stay healthy  from the inside out	1
Statisticians have proven a clear correlation between Pona cream and smoother skin .	tanning myths whats true whats hype before you head out to the beach or indoors to tan test your tanning savvy by kathleen doheny  saying in some ads 	1
Statisticians have proven a clear correlation between Pona cream and smoother skin .	doves real beauty products are filled with cancercausing chemicals fake dyes and toxic fragrance  according to doves website this gentle cleansing for	1
Statisticians have proven a clear correlation between Pona cream and smoother skin .	skin lesion consistent with leprosy and with definite sensory loss positive skin smears skin lesions can be single or multiple  interpretations of the	1
One out of every seven minutes spent online is on Facebook
	for example did you know that one out of every seven minutes spent online is on facebook 340 million tweets are sent each and every day pinterest is t	1
One out of every seven minutes spent online is on Facebook
	comscore recently released their its a social world top 10 needtoknows about social networking and where its headed report notable in the statistics o	1
One out of every seven minutes spent online is on Facebook
	facebook accounts for 1 in every 7 online minutes facebook reached 55 percent of the worlds global audience in october 2011 and accounted for 1 in eve	1
One out of every seven minutes spent online is on Facebook
	one in every seven minutes online and three out of every four minutes on social networking sites are spent on facebook according to a comscore report 	1
One out of every seven minutes spent online is on Facebook
	more than half of the worlds internet population visited facebookcom in october  comscore releases report its a social world top 10 needtoknows about 	1
How Many Much million tweets are sent each and every day	for example did you know that one out of every seven minutes spent online is on facebook 340 million tweets are sent each and every day pinterest is t	1
How Many Much million tweets are sent each and every day	how many emails are sent every day statistics extrapolations and counting by the  205 billion email messages per day means almost 24 million emails ar	1
How Many Much million tweets are sent each and every day	view what happens in one second each and every second on the internet	1
How Many Much million tweets are sent each and every day	heres how men make 200 million sperm every day gizmodo  do you youll also look at the structure of a seminiferous tubules an adult human male can some	1
How Many Much million tweets are sent each and every day	there are 500 million tweets sent each day thats 6000 tweets every second	1
Pinterest is the social network that skews most heavily towards female users , whilst Google+ is predominately used by men	for example did you know that one out of every seven minutes spent online is on facebook 340 million tweets are sent each and every day pinterest is t	1
Pinterest is the social network that skews most heavily towards female users , whilst Google+ is predominately used by men	transcript of technologys effects on communication modern technologys effects on communication by zahraa jasmine  pinterest is the social network that	1
Pinterest is the social network that skews most heavily towards female users , whilst Google+ is predominately used by men	according to mediabistro httpwwwmediabistrocomalltwitter100socialmediastatsb33696 there are more  pinterest is the social network that skews most heav	1
Pinterest is the social network that skews most heavily towards female users , whilst Google+ is predominately used by men	how to choose the best social media channels for your business anna marketing 12 aug 2016 updated october 2016  2521 and users skew towards higher inc	1
Pinterest is the social network that skews most heavily towards female users , whilst Google+ is predominately used by men	uk users are predominately men while us users are mostly femalewhat can we  rich men love too infographic if youve spent any time on the hottest new s	1
How Many Much million pictures are uploaded to Facebook every day via Instagram	since the beginning weve tried to make instagram a welcoming place for everyone our community has grown to 800 million with 500 million using it every	1
How Many Much million pictures are uploaded to Facebook every day via Instagram	 is a daily newsletter from business insider that collects and delivers the top social media news first thing every morning  and are uploading 350 mil	1
How Many Much million pictures are uploaded to Facebook every day via Instagram	there are 45 billion facebook likes every day 18  each minute there are 3125000 new likes 19  there are 17 billion  the total number of uploaded faceb	1
How Many Much million pictures are uploaded to Facebook every day via Instagram	125 amazing social media statistics you should know in 2016  people share 13 million pieces of content on facebook every minute of every day 100000 fr	1
How Many Much million pictures are uploaded to Facebook every day via Instagram	100 amazing social media statistics facts and figures infographic by shea bennett  january 4 2013 share by shea bennett  january 4 2013  340 million t	1
How Many Much percent of LinkedIn members use it as their primary professional networking site	the new plugin allowed potential employees to apply for positions using their linkedin profiles as  the linkedin influencers program launched in octob	1
How Many Much percent of LinkedIn members use it as their primary professional networking site	the overwhelming majority of current linkedin users 844 percent are using linkedins free account  and how to use their strong thought leadership conte	1
How Many Much percent of LinkedIn members use it as their primary professional networking site	linkedin now has 400 million cumulative members the company revealed today up from 380 million in july	1
How Many Much percent of LinkedIn members use it as their primary professional networking site	500 million members  manage your professional identity build and engage with your professional network access knowledge insights and opportunities	1
How Many Much percent of LinkedIn members use it as their primary professional networking site	de facto only professional networking site announced gaining its 400 millionth member this was  when a user views the page of a company or school the 	1
Overall during the quarter, revenue rose 5.2% to $1.31 billion, helped by a change in how the company reports revenue.
	while covering a quarterly earnings report this summer the wall street journal reported overall during the quarter revenue rose 52 to 131 billion help	1
Overall during the quarter, revenue rose 5.2% to $1.31 billion, helped by a change in how the company reports revenue.
	 with records for revenue and pretax profit margin net interest revenue rose to a record 11 billion up 32 from last years second quarter  and other fa	1
Overall during the quarter, revenue rose 5.2% to $1.31 billion, helped by a change in how the company reports revenue.
	the singtel groups results for the fourth quarter and year ended 31 march 2006 record operating revenue broke s13  the singtel group has continued its	1
Overall during the quarter, revenue rose 5.2% to $1.31 billion, helped by a change in how the company reports revenue.
	revenue for the quarter was 2292 million an increase of 156 compared with the same period in 2016  total assets under management and advisement for wo	1
Overall during the quarter, revenue rose 5.2% to $1.31 billion, helped by a change in how the company reports revenue.
	morningstar inc reports secondquarter 2017 financial results read most current stock market news get stock  total assets under management and adviseme	1
How Many Much Government debt has surged to an all-time high of $ trillion , almost 200 times where it was at the end of World War 2	government debt has surged to an alltime high of 19 trillion almost 200 times where it was at the end of world war 2 statistic government debt is 105 	1
How Many Much Government debt has surged to an all-time high of $ trillion , almost 200 times where it was at the end of World War 2	the world is now 217000000000000 in debt and the global elite like it that way by tyler durden jun 30 2017 655 pm 0 shares  global debt has now reache	1
How Many Much Government debt has surged to an all-time high of $ trillion , almost 200 times where it was at the end of World War 2	the long story of us debt from 1790 to 2011 in 1 little chart most popular the worst mass shooting in us history  the debttogdp ratio hit its alltime 	1
How Many Much Government debt has surged to an all-time high of $ trillion , almost 200 times where it was at the end of World War 2	while the us may be rejoicing its daily stock market all time highs day after day  as bloomberg reminds us marketable us government debt outstanding h	1
How Many Much Government debt has surged to an all-time high of $ trillion , almost 200 times where it was at the end of World War 2	9 surprising facts about student debt istock americans accumulated student debt has topped 14 trillion an alltime high while that debt came in the ser	1
Economic growth is low and labor-force participation has plunged	sluggish wage growth and depressed labor force participation gregory daco sluggish wage growth in the postrecession era can  ployment rate has plunged	1
Economic growth is low and labor-force participation has plunged	economic growth and female labour force participation in india abstract india has experienced rapid economic growth structural shifts in the economy i	1
Economic growth is low and labor-force participation has plunged	the rising size of the global workforce presents an opportunity to drive economic expansion and increase gross domestic product gdp but it also presen	1
Economic growth is low and labor-force participation has plunged	lechman e kaur h 2015 economic growth and female labor force participation  verifying the ufeminization hypothesis new evidence for 162 countries over	1
Economic growth is low and labor-force participation has plunged	economic growth and female labour force participation in india  abstract india has experienced rapid economic growth tructural shifts in the economy  	1
Millennials live paycheck to paycheck	most millennials say they are skeptical they will ever be millionaires according to a new study worse of all working millennials 54 of women said they	1
Millennials live paycheck to paycheck	millennials are overwhelmed by debt and student loans are their biggest financial concern	1
Millennials live paycheck to paycheck	while millennials expect to do as well as or better than their parents did financially  4 in 5 millennials optimistic for future but half live paychec	1
Millennials live paycheck to paycheck	most millennials have less than 1000 in savings live paychecktopaycheck	1
Millennials live paycheck to paycheck	about 25 of those making over 100000 a year still live paycheck to paycheck in 2014 a brookings institute paper found that about onethird of us househ	1
How Many Much Car airbags kill person for every 22 lives that they save .	we know air bags can kill people do they actually save anybody november 27 1998 dear cecil i just returned from a holiday in  itd be a bummer to have 	1
How Many Much Car airbags kill person for every 22 lives that they save .	he believes the side air bags will save 1000 lives per year automakers say they will add 200 to 500 to the cost of a vehicle  she said poorly designed	1
How Many Much Car airbags kill person for every 22 lives that they save .	do airbags kill more people than they save follow  9 answers 9 report abuse are you sure you want to delete this answer yes no sorry something has gon	1
How Many Much Car airbags kill person for every 22 lives that they save .	 and systems designed to minimize the effects of accidents once they occur in this usage a car antilock  in the united states nhtsa estimated that air	1
How Many Much Car airbags kill person for every 22 lives that they save .	airbags associated with increased probability of death in accidents study finds june 2 2005  the reason earlier studies have found that airbags save l	1
Only one in three children are physically active every day.
	physical activity only one in three children are physically active every day 1 less than 5 of adults participate in 30 minutes of physical activity ea	1
Only one in three children are physically active every day.
	health facts be physically active  but being physically active every day is one important aspect of a healthy lifestyle increasing your heartbeat stre	1
Only one in three children are physically active every day.
	physical activity only one in three children are physically active every day less than 5 of adults participate in 30 minutes of physical activity each	1
Only one in three children are physically active every day.
	home  uncategorized  did you know only 1 in 3 kids are physically active every day less than 5 of adults do 30 minutes of activity each day	1
Only one in three children are physically active every day.
	did you know only 1 in 3 children are physically active every day less than 50 of the time spent in sports practice games and physical education class	1
How Many Much Less than % of adults participate in 30 minutes of physical activity each day ; only one in three adults receive the recommended amount of physical activity each week .	physical activity only one in three children are physically active every day 1 less than 5 of adults participate in 30 minutes of physical activity ea	1
How Many Much Less than % of adults participate in 30 minutes of physical activity each day ; only one in three adults receive the recommended amount of physical activity each week .	some physical activity is better than none and adults who participate in any amount of physical activity gain some health benefits for  additional hea	1
How Many Much Less than % of adults participate in 30 minutes of physical activity each day ; only one in three adults receive the recommended amount of physical activity each week .	 about one in three people gets little if any physical activity physical activity levels are declining not only in wealthy countries such  adults shou	1
How Many Much Less than % of adults participate in 30 minutes of physical activity each day ; only one in three adults receive the recommended amount of physical activity each week .	physical activity and adults recommended levels of physical activity for adults aged 18  for additional health benefits adults should increase their m	1
How Many Much Less than % of adults participate in 30 minutes of physical activity each day ; only one in three adults receive the recommended amount of physical activity each week .	 research has shown that the total amount of physical activity minutes of moderateintensity physical  active for approximately 7 hours a week have a 4	1
How Many Much Only - 44 % of adults 75 years or older are physically active , and 28-34 % of adults ages 65-74 are physically active .	only 35  44 of adults 75 years or older are physically active and 2834 of adults ages 6574 are physically active 4 more than 80 of adults do not meet 	1
How Many Much Only - 44 % of adults 75 years or older are physically active , and 28-34 % of adults ages 65-74 are physically active .	live love laugh global beverly hills california 270 likes  5 talking about this   only 35  44 of adults 75 years or older are physically active and 28	1
How Many Much Only - 44 % of adults 75 years or older are physically active , and 28-34 % of adults ages 65-74 are physically active .	fewer than one fifth of older adults between ages 65 and 74 need assistance with activities of  however the percentage increases with age ranging from	1
How Many Much Only - 44 % of adults 75 years or older are physically active , and 28-34 % of adults ages 65-74 are physically active .	did you know with only 35  44 of adults 75 years or older are physically active and 2834 of adults ages 6574 are physically active cdc	1
How Many Much Only - 44 % of adults 75 years or older are physically active , and 28-34 % of adults ages 65-74 are physically active .	only 35  44 of adults 75 years or older are physically active and 2834 of adults ages 6574 are physically active only one in three children are physic	1
How Many Much More than % of adults do not meet the guidelines for both aerobic and muscle-strengthening activities , and more than 80 % of adolescents do not do enough aerobic physical activity to meet the guidelines for youth .	more than 80 of adults do not meet the guidelines for both aerobic and musclestrengthening activities similarly more than 80 of adolescents do not do 	1
How Many Much More than % of adults do not meet the guidelines for both aerobic and muscle-strengthening activities , and more than 80 % of adolescents do not do enough aerobic physical activity to meet the guidelines for youth .	one in five adults meet overall physical activity guidelines  about 20 percent of us adults are meeting both the aerobic and muscle strengthening comp	1
How Many Much More than % of adults do not meet the guidelines for both aerobic and muscle-strengthening activities , and more than 80 % of adolescents do not do enough aerobic physical activity to meet the guidelines for youth .	more than 80 of adults do not meet the guidelines for both aerobic and musclestrengthening activities and more than 80 of adolescents do not do enough	1
How Many Much More than % of adults do not meet the guidelines for both aerobic and muscle-strengthening activities , and more than 80 % of adolescents do not do enough aerobic physical activity to meet the guidelines for youth .	more than 80 percent of adults do not meet the guidelines for both aerobic and musclestrengthening activities similarly more than 80 percent of adoles	1
How Many Much More than % of adults do not meet the guidelines for both aerobic and muscle-strengthening activities , and more than 80 % of adolescents do not do enough aerobic physical activity to meet the guidelines for youth .	lung cancer remains the leading cause of cancer death in both men and women 12  more than 80 of lung cancers are due to smoking or exposure to secondh	1
How Many Much In , research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes : Vermont ( 65.3 % ) , Hawaii ( 62.2 % ) , Montana ( 60.1 % ) , Alaska ( 60.1 % ) . The least likely were Delaware ( 46.5 % ) , West Virginia ( 47.1 % ) and Alabama ( 47.5 % ) . The national average for regular exercise is 51.6 % .	 research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes vermont 653 hawaii	1
How Many Much In , research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes : Vermont ( 65.3 % ) , Hawaii ( 62.2 % ) , Montana ( 60.1 % ) , Alaska ( 60.1 % ) . The least likely were Delaware ( 46.5 % ) , West Virginia ( 47.1 % ) and Alabama ( 47.5 % ) . The national average for regular exercise is 51.6 % .	 research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes vermont 653 hawaii	1
How Many Much In , research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes : Vermont ( 65.3 % ) , Hawaii ( 62.2 % ) , Montana ( 60.1 % ) , Alaska ( 60.1 % ) . The least likely were Delaware ( 46.5 % ) , West Virginia ( 47.1 % ) and Alabama ( 47.5 % ) . The national average for regular exercise is 51.6 % .	 research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes vermont 653 hawaii	1
How Many Much In , research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes : Vermont ( 65.3 % ) , Hawaii ( 62.2 % ) , Montana ( 60.1 % ) , Alaska ( 60.1 % ) . The least likely were Delaware ( 46.5 % ) , West Virginia ( 47.1 % ) and Alabama ( 47.5 % ) . The national average for regular exercise is 51.6 % .	 research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes vermont 653 hawaii	1
How Many Much In , research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes : Vermont ( 65.3 % ) , Hawaii ( 62.2 % ) , Montana ( 60.1 % ) , Alaska ( 60.1 % ) . The least likely were Delaware ( 46.5 % ) , West Virginia ( 47.1 % ) and Alabama ( 47.5 % ) . The national average for regular exercise is 51.6 % .	 research found adults in the following states to be most likely to report exercising 3 or more days a week for at least 30 minutes vermont 653 hawaii	1
Nationwide, 25.6% of persons with a disability reported being physically inactive during a usual week, compared to 12.8% of those without a disability.
	nationwide 256 of persons with a disability reported being physically inactive during a usual week compared to 128 of those without a disability 3 onl	1
Nationwide, 25.6% of persons with a disability reported being physically inactive during a usual week, compared to 12.8% of those without a disability.
	nationwide 256 of persons with a disability reported being physically inactive during a usual week compared with 128 of those without a disability p00	1
Nationwide, 25.6% of persons with a disability reported being physically inactive during a usual week, compared to 12.8% of those without a disability.
	the facts nationwide 256 percent of persons with a disability reported being physically inactive during a usual week compared with 128 percent of thos	1
Nationwide, 25.6% of persons with a disability reported being physically inactive during a usual week, compared to 12.8% of those without a disability.
	 percent of persons with a disability reported being physically inactive during a usual week 256 percent of persons without a disability reported bein	1
Nationwide, 25.6% of persons with a disability reported being physically inactive during a usual week, compared to 12.8% of those without a disability.
	nationwide 256 of persons with a disability reported being physically inactive during a usual week compared to 128 of those without a disability only 	1
Only about one in five homes have parks within a half-mile, and about the same number have a fitness or recreation center within that distance.5
	hhs  fitness home  resource center  facts  statistics text resize a a a print  share  only about one in five homes have parks within a halfmile and ab	1
Only about one in five homes have parks within a half-mile, and about the same number have a fitness or recreation center within that distance.5
	only one in three children are physically active every day  only about one in five homes have parks within a halfmile and about the same number have a	1
Only about one in five homes have parks within a half-mile, and about the same number have a fitness or recreation center within that distance.5
	here are some great ideas for making fitness fun in the gymnastics environment   only about one in five homes have parks within a halfmile and about t	1
Only about one in five homes have parks within a half-mile, and about the same number have a fitness or recreation center within that distance.5
	only about one in five homes have parks within a halfmile and about the same number have a fitness or recreation center within that distance only 35  	1
Only about one in five homes have parks within a half-mile, and about the same number have a fitness or recreation center within that distance.5
	used fitness equipment in the united states  only about one in five homes have parks within a halfmile and about the same number have a fitness or rec	1
28.0% of Americans, or 80.2 million people, aged six and older are physically inactive.
	facts  statistics physical activity  280 of americans or 802 million people aged six and older are physically inactive 23 nearly onethird of high scho	1
28.0% of Americans, or 80.2 million people, aged six and older are physically inactive.
	280 of americans or 802 million people aged six and older are physically inactive   obesity is also a growing threat to national security  a surprisin	1
28.0% of Americans, or 80.2 million people, aged six and older are physically inactive.
	personal health project my health goal why should we be more active  nationwide 256 of people with a disability reported being physically inactive dur	1
28.0% of Americans, or 80.2 million people, aged six and older are physically inactive.
	280 of americans or 802 million people aged six and older are physically inactive 	1
28.0% of Americans, or 80.2 million people, aged six and older are physically inactive.
	280 of americans or 802 million people aged six and older are physically inactive nearly onethird of high school students play video or computer games	1
How Many Much Nearly one-third of high school students play video or computer games for or more hours on an average school day .	facts  statistics physical activity only one in three children are physically active every day 1  nearly onethird of high school students play video o	1
How Many Much Nearly one-third of high school students play video or computer games for or more hours on an average school day .	teens spend nearly nine hours every day consuming media the inside track on washington politics be the first to know about new stories from  plus watc	1
How Many Much Nearly one-third of high school students play video or computer games for or more hours on an average school day .	more than 5 million people play an average of 45 hours a week of games and nearly onethird of high school students play 3 or more hours of video or co	1
How Many Much Nearly one-third of high school students play video or computer games for or more hours on an average school day .	 with girls 40 percent more likely to report three or more hours of homework a night than boys participants demonstrated a relatively strong academic 	1
How Many Much Nearly one-third of high school students play video or computer games for or more hours on an average school day .	 who is playing games by amanda lenhart joseph kahne ellen middaugh alexandra macgill  play computer web console or mobile games teens are also playin	1
Typical American diets exceed the recommended intake levels or limits in four categories: calories from solid fats and added sugars; refined grains; sodium; and saturated fat.
	journal of the american medical association 3075 483490 typical american diets exceed the recommended intake levels or limits in four categories calor	1
Typical American diets exceed the recommended intake levels or limits in four categories: calories from solid fats and added sugars; refined grains; sodium; and saturated fat.
	the council also states typical american diets exceed the recommended intake levels or limits in four categories calories from solid fats and added su	1
Typical American diets exceed the recommended intake levels or limits in four categories: calories from solid fats and added sugars; refined grains; sodium; and saturated fat.
	typical american diets exceed the recommended intake levels or limits in four categories  solid fats and added sugars refined grains sodium saturated 	1
Typical American diets exceed the recommended intake levels or limits in four categories: calories from solid fats and added sugars; refined grains; sodium; and saturated fat.
	in fact the typical american diets exceed the recommended intake levels or limits in four categories calories from solid fats and added sugars refined	1
Typical American diets exceed the recommended intake levels or limits in four categories: calories from solid fats and added sugars; refined grains; sodium; and saturated fat.
	 on top of that typical american diets exceed the recommended intake levels or limits in four categories calories from solid fats and added sugars ref	1
Americans eat less than the recommended amounts of vegetables , fruits , whole-grains , dairy products , and oils .	americans eat less than the recommended amounts of vegetables fruits wholegrains dairy products and oils 2 about 90 of americans eat more sodium than 	1
Americans eat less than the recommended amounts of vegetables , fruits , whole-grains , dairy products , and oils .	 eat moderate amounts of foods from the dairy group 23 servings and the meat and beans group  for a diet with plenty of grain products vegetables and 	1
Americans eat less than the recommended amounts of vegetables , fruits , whole-grains , dairy products , and oils .	most americans of all ages eat fewer than the recommended number of servings of grain products vegetables and fruits  eat dry beans lentils and peas m	1
Americans eat less than the recommended amounts of vegetables , fruits , whole-grains , dairy products , and oils .	the typical american eat less than 20 of the amount of vegetables recommended in updated dietary guidelines released by the us department of agricultu	1
Americans eat less than the recommended amounts of vegetables , fruits , whole-grains , dairy products , and oils .	most americans dont eat enough whole grains fiber study the selfservice wholegrain containers at unpackaged an organic grocery shop  email most childr	1
How Many Much About % of Americans eat more sodium than is recommended for a healthy diet .	about 90 of americans eat more sodium than is recommended for a healthy diet too much sodium increases a persons risk for high blood pressure	1
How Many Much About % of Americans eat more sodium than is recommended for a healthy diet .	sodium and the dietary guidelines the us government recently released the newest  version of  dietary guidelines for americans  eating too much sodium	1
How Many Much About % of Americans eat more sodium than is recommended for a healthy diet .	if youre like many people youre getting far more sodium than is recommended and that could lead to serious health problems you probably arent even awa	1
How Many Much About % of Americans eat more sodium than is recommended for a healthy diet .	food facts sodium in your diet skip to main page content skip to search skip to topics menu skip to common links  youve probably heard that most ameri	1
How Many Much About % of Americans eat more sodium than is recommended for a healthy diet .	key elements of healthy eating patterns  current eating patterns in the united states the typical eating patterns currently consumed by many in the un	1
Reducing the sodium Americans eat by 1,200mg per day on could save up to $20 billion a year in medical costs.
	1 wheres the sodium reducing the sodium americans eat by 1200 mg per day on average could save up to 20 billion a year in medical costs 44 of the sodi	1
Reducing the sodium Americans eat by 1,200mg per day on could save up to $20 billion a year in medical costs.
	about 90 of americans eat more sodium than is recommended for a healthy diet 8 reducing the sodium americans eat by 1200mg per day on could save up to	1
Reducing the sodium Americans eat by 1,200mg per day on could save up to $20 billion a year in medical costs.
	here are a few more shocking facts about the american diet  reducing the sodium americans eat by 1200mg per day on could save up to 20 billion a year 	1
Reducing the sodium Americans eat by 1,200mg per day on could save up to $20 billion a year in medical costs.
	about 90 of americans eat more sodium than is recommended for a healthy diet reducing the sodium americans eat by 1200mg per day on could save up to 2	1
Reducing the sodium Americans eat by 1,200mg per day on could save up to $20 billion a year in medical costs.
	reducing the sodium americans eat by 1200 mg per day on average could save up to 20 billion a year in medical costs more than 800000 people die each y	1
How Many Much Food available for consumption increased in all major food categories from to 2008 . Average daily calories per person in the marketplace increased approximately 600 calories .	food available for consumption increased in all major food categories from 1970 to 2008 average daily calories per person in the marketplace increased	1
How Many Much Food available for consumption increased in all major food categories from to 2008 . Average daily calories per person in the marketplace increased approximately 600 calories .	food available for consumption increased in all major food categories from 1970 to 2008 average daily calories per person in the marketplace increased	1
How Many Much Food available for consumption increased in all major food categories from to 2008 . Average daily calories per person in the marketplace increased approximately 600 calories .	global average daily calorie consumption in 1995 food imports in 2005 population density of world regions international food imports and exports  the 	1
How Many Much Food available for consumption increased in all major food categories from to 2008 . Average daily calories per person in the marketplace increased approximately 600 calories .	foods available for consumption increased in all major food categories from 1970 to 2008 average daily calories available per person in the marketplac	1
How Many Much Food available for consumption increased in all major food categories from to 2008 . Average daily calories per person in the marketplace increased approximately 600 calories .	average per capita energy consumption of the world from 1961 to 2002 a  from the early 1970s to the late 1990s the average food energy available per p	1
Since the 1970s, the number of fast food restaurants has more than doubled.
	us since the mid 1970s at the same time the number of fast food restaurants more than doubled over the same time period while the number of other rest	1
Since the 1970s, the number of fast food restaurants has more than doubled.
	do fast food restaurants contribute to obesity over the past thirty years the prevalence of obesity and obesityrelated diseases in the us has risen sh	1
Since the 1970s, the number of fast food restaurants has more than doubled.
	obesity is a complex disease affecting more than 93 million americans learn more about obesity today  fast food  is it the enemy  since 1970 the amoun	1
Since the 1970s, the number of fast food restaurants has more than doubled.
	hhs  fitness home  resource center  facts  statistics text resize a a a print  share  since the 1970s the number of fast food restaurants has more tha	1
Since the 1970s, the number of fast food restaurants has more than doubled.
	the design of a fast food restaurant is very well thought out  this year americans will spend over 110 billion on fast food more than theyll spend on 	1
How Many Much More than million Americans , including 6.5 million children , live in food deserts – areas that are more than a mile away from a supermarket .	more than 23 million americans including 65 million children live in food deserts  areas that are more than a mile away from a supermarket 9 in 2008 a	1
How Many Much More than million Americans , including 6.5 million children , live in food deserts – areas that are more than a mile away from a supermarket .	more than 23 million americans including 65 million children live in lowincome urban and rural neighborhoods that are more than a mile away from a sup	1
How Many Much More than million Americans , including 6.5 million children , live in food deserts – areas that are more than a mile away from a supermarket .	some of the nations most notorious urban food deserts are located in cities such as new  areas in fact the united states department of agriculture rep	1
How Many Much More than million Americans , including 6.5 million children , live in food deserts – areas that are more than a mile away from a supermarket .	annies president amazons acquisition of whole foods is a golden opportunity to kill americas food deserts leanna garfield business insider june 26 201	1
